id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date
osm_social_facilities_0645,Wynnum Community Place,Community Centre,community,Berrima Street,Wynnum,QLD,4178,-27.4409917,153.172001,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0646,Casa Serena,Day Care,community,Lanchester Street,Stafford Heights,QLD,4053,-27.3959243,153.0021302,,,https://www.coasit.asn.au/respite-care-north-brisbane/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0647,Palm Beach Neighbourhood Centre,Community Centre,community,,,QLD,,-28.1237142,153.4736288,+61 7 5598 1505,,https://palmbeachnc.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0648,Roma Recreation Centre,Community Centre,community,,,QLD,,-26.5678774,148.7884412,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0649,Dojo & Coco,Community Centre,community,,,QLD,,-27.5031017,152.9763212,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0650,Common House,Community Centre,community,Wickham Street,Fortitude Valley,QLD,4006,-27.4608466,153.0314041,,,https://unitehub.org/home/common-house/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0651,Tangara Retirement Living,Assisted Living for senior,community,,,QLD,,-27.4829657,153.0125321,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0652,Lennox Head Cultural & Community Centre,Community Centre,community,Mackney Lane,Lennox Head,QLD,2478,-28.7945181,153.592979,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0653,Alexandra Hills Men's Shed,Community Centre,community,William Street,Birkdale,QLD,,-27.5144544,153.2240719,,,https://www.alexhillsmensshed.com.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0654,ICYS Youth Hub,Outreach,community,,,QLD,,-27.4626262,152.5798282,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0655,Gold Coast Legacy Club,Outreach,community,,,QLD,,-28.0478787,153.4273676,+61 7 5500 6833,,https://www.legacy.com.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0656,In Sync,Outreach,community,,,QLD,,-27.7138322,153.190303,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0657,Camp Hill Guides,Community Centre,community,,,QLD,,-27.4852359,153.0752065,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0658,Stratford Community Hall,Community Centre,community,,,QLD,,-16.8758684,145.7324183,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0659,Freshwater Qld Country Women's Association Hall,Community Centre,community,,,QLD,,-16.8814925,145.7102031,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0660,Sunshine Coast Environment Council,Community Centre,community,,,QLD,,-26.6267011,152.9604811,,,https://www.scec.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0661,Saint Michael's Residential Aged Care,Nursing Home for senior,health,,,QLD,,-28.8722035,153.0437289,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0662,Eating Disorders Queensland,NGO,community,,,QLD,,-27.4814455,153.0165842,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0663,St Vincent de Paul Society Queensland State Administration,NGO,community,,,QLD,,-27.4723466,153.0143531,,,https://www.vinnies.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0664,Aruma Disability Services,Community Centre,community,,,QLD,,-27.4823814,152.9823636,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0666,Victory Care,Food Bank for community,food,Fazio Road,,QLD,,-25.4962468,152.710038,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0667,Firestone Sanctuary,Community Centre,community,Costelloe Road,Laceys Creek,QLD,4521,-27.1900613,152.7350592,,Timotheos.Firestone@gmail.com,http://sanctuary.eco,"""by appointment""",,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0668,RSL Queensland Moreton District Office,NGO,community,Pine Street,North Ipswich,QLD,4305,-27.6073495,152.7622416,+61 7 3050 7161,,https://www.rslqld.org/About-Us/Queensland-Districts/Moreton,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0669,Centacare,NGO,community,,,QLD,,-27.0810666,152.9767898,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0670,Muckadilla Community Hall,Community Centre,community,,,QLD,,-26.5853326,148.3876345,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0671,"Stonehenge Community Centre, Library and Information",Community Centre,community,,,QLD,,-24.3545982,143.2861666,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0672,Bonalbo & Dsitrict Memorial Hall,Community Centre,community,,,QLD,,-28.7366096,152.622193,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0673,Urbenville Memorial Hall,Community Centre,community,,,QLD,,-28.4727361,152.548617,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0674,Freestone Memorial Hall,Community Centre,community,,,QLD,,-28.1313539,152.1337412,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0675,St John Qld - Toowoomba Training Centre & Community Transport Office,Community Centre,community,,,QLD,,-27.5599508,151.9440819,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0676,Queensland Country Womens Association,Community Centre,community,,,QLD,,-26.9274222,150.1318948,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0677,Thargomindah Shire Hall,Community Centre,community,,,QLD,,-27.9963968,143.8239144,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0678,Booringa (Maranoa) Shire Hall Amby,Community Centre,community,,,QLD,,-26.5483187,148.187391,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0679,Pioneers Memorial Hall,Community Centre,community,,,QLD,,-26.6438582,149.7615311,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0680,Wallumbilla School of Arts Memorial Hall,Community Centre,community,,,QLD,,-26.5839439,149.1866751,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0681,Harry Redford Gallery,Community Centre,community,,,QLD,,-22.9713661,145.2424902,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0682,Jundah Shire Hall,Community Centre,community,,,QLD,,-24.8306212,143.0587216,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0683,Shire Hall,Community Centre,community,,,QLD,,-24.3544402,143.2871839,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0684,Alpha Mens Shed,Community Centre,community,,,QLD,,-23.6462054,146.6382198,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0685,Anakie School of Arts,Community Centre,community,,,QLD,,-23.5520006,147.7464223,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0686,The Gums Hall,Community Centre,community,,,QLD,,-27.3404172,150.194081,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0687,Integreat Queensland,Community Centre,community,Manning Street,,QLD,,-23.8732781,151.2730245,+61 7 4903 1931,,https://integreatqld.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0688,Today Matters Community Hub,Community Centre,community,,,QLD,,-27.4826226,153.001328,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0689,Civic Centre,Community Centre,community,Kirby Street,Dirranbandi,QLD,4486,-28.5825353,148.2280971,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0690,Isisford Community Hall,Community Centre,community,,,QLD,,-24.2592018,144.441756,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0691,Muttaburra Mens Shed,Community Centre,community,,,QLD,,-22.5945577,144.54658,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0692,Texas Memorial Hall,Community Centre,community,,,QLD,,-28.8550564,151.1682298,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0693,Laidley Cultural Centre,Community Centre,community,Laidley Plainland Road,Laidley North,QLD,4341,-27.6133952,152.397537,,,https://www.lockyervalley.qld.gov.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0694,Upper Caboolture Farmers Assembly Hall,Community Centre,community,Caboolture River Road,,QLD,4510,-27.1177279,152.8862598,+61 7 5496 7855,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0695,Festival Hall,Community Centre,community,,,QLD,,-17.6050348,145.4814168,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0696,Evelyn Central Pioneer Hall,Community Centre,community,,,QLD,,-17.4983752,145.4907929,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0697,Vibe Care Pantry,Food Bank,food,Eighth Avenue,,QLD,,-28.1188601,153.4705489,+61 7 5536 7575,info@vibecarepantry.com.au,https://www.vibecarepantry.com.au,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0698,Donnybrook Community Centre,Community Centre,community,,,QLD,,-27.0039521,153.0689777,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0699,Cairns Mountain Bike Club Base,Community Centre,community,,,QLD,,-16.8164763,145.6789988,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0700,Yowah Opal Mining Community Hall,Community Centre,community,,,QLD,,-27.970538,144.6348482,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0701,Paroo Shire Hall,Community Centre,community,Leo Street,Eulo,QLD,4491,-28.1608664,145.0471355,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0702,Memorial Hall,Community Centre,community,,,QLD,,-26.6584143,150.1865488,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0703,Jandowae Memorial Hall,Community Centre,community,,,QLD,,-26.780383,151.111881,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0704,Jandowae Men's Shed,Community Centre,community,,,QLD,,-26.7802733,151.1205232,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0705,Jimbour War Memorial Hall,Community Centre,community,Dalby Jandowae Road,,QLD,,-26.9639038,151.2160928,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
